"Violations","name","ARI","AMI","NMI","Mean_Silhouette","Clusters","number_features","number_instances","Cardinality_pred","Cardinality_real","Execution_Time"
0,"churn",0.0169537432930257,0.000482057113181552,0.000727869493594031,0.115857050427737,2,20,5000,"4293 707","4293 707",7.477
0,"texture",0.035340955511022,0.0756004000919885,0.0791205744091438,-0.0806046790290153,11,40,5500,"500 500 500 500 500 500 500 500 500 500 500","500 500 500 500 500 500 500 500 500 500 500",33.611
0,"optdigits",0.0303594281142651,0.0604116435192559,0.0633630749070706,-0.0252148948336993,10,64,5620,"554 571 557 572 568 558 558 566 554 562","554 571 557 572 568 558 558 566 554 562",32.474
0,"first-order",-0.00266549370078879,0.0117847547086871,0.0130543833705185,-0.0808465367987094,6,51,6118,"1089 486 748 617 624 2554","1089 486 748 617 624 2554",17.609
0,"gesture",0.110490266956995,0.100870357139278,0.101350000114442,-0.0130952756989775,5,32,9873,"2741 998 2097 1087 2950","2741 998 2097 1087 2950",50.301
0,"jm1",0.125164504069274,0.0352000740673563,0.0352903530376793,0.663538947078625,2,21,10885,"8779 2106","8779 2106",26.922
0,"isolet",0.0157185017729077,0.0557278513881486,0.0675425734721737,-0.0510860381011291,26,617,7797,"300 300 300 300 300 298 300 300 300 300 300 300 299 300 300 300 300 300 300 300 300 300 300 300 300 300","300 300 300 300 300 298 300 300 300 300 300 300 299 300 300 300 300 300 300 300 300 300 300 300 300 300",348.87
